"","desired_habitat","polygon_id","transect","pin_number","data_type","species_code","scientific_name","native_non_native","functional_group","layer","new_column"
"1332","Weedy Control","Weedy Control",3,11,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1333","Weedy Control","Weedy Control",3,12,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1334","Weedy Control","Weedy Control",3,13,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1335","Weedy Control","Weedy Control",3,14,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1336","Weedy Control","Weedy Control",3,15,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1337","Weedy Control","Weedy Control",3,16,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1338","Weedy Control","Weedy Control",3,17,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1339","Weedy Control","Weedy Control",3,18,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1340","Weedy Control","Weedy Control",3,19,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1341","Weedy Control","Weedy Control",3,20,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1342","Weedy Control","Weedy Control",3,21,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1343","Weedy Control","Weedy Control",3,22,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1344","Weedy Control","Weedy Control",3,23,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1345","Weedy Control","Weedy Control",3,24,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"1346","Weedy Control","Weedy Control",3,25,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1347","Weedy Control","Weedy Control",3,26,"T.PI","XANSTR","Xanthium strumarium","Native","Annual Forb - Late Flowering","herb","herb"
"1348","Weedy Control","Weedy Control",3,27,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1349","Weedy Control","Weedy Control",3,28,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1350","Weedy Control","Weedy Control",3,29,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1351","Weedy Control","Weedy Control",3,30,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1352","Weedy Control","Weedy Control",3,31,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1353","Weedy Control","Weedy Control",3,32,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1354","Weedy Control","Weedy Control",3,33,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1355","Weedy Control","Weedy Control",3,34,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1356","Weedy Control","Weedy Control",3,35,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1357","Weedy Control","Weedy Control",3,36,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"1358","Weedy Control","Weedy Control",3,37,"T.PI","SALTRA","Salsola tragus","Non-Native","Forb",".","."
"1359","Weedy Control","Weedy Control",3,38,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1360","Weedy Control","Weedy Control",3,39,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1361","Weedy Control","Weedy Control",3,40,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1362","Weedy Control","Weedy Control",3,41,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1363","Weedy Control","Weedy Control",3,42,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1364","Weedy Control","Weedy Control",3,43,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1365","Weedy Control","Weedy Control",3,44,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1366","Weedy Control","Weedy Control",3,45,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1367","Weedy Control","Weedy Control",3,46,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1368","Weedy Control","Weedy Control",3,47,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1369","Weedy Control","Weedy Control",3,48,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1370","Weedy Control","Weedy Control",3,49,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1371","Weedy Control","Weedy Control",3,50,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1372","Weedy Control","Weedy Control",3,1,"T.PI","ACMGLA","Acmispon glaber","Native","Perennial Forb - Other","herb","herb"
"1373","Weedy Control","Weedy Control",3,1,"T.PI","MARMAC","Marah macrocarpa","Native","Perennial Forb - Other","herb","herb"
"1374","Weedy Control","Weedy Control",3,10,"T.PI","ACMGLA","Acmispon glaber","Native","Perennial Forb - Other","herb","herb"
"1375","Weedy Control","Weedy Control",3,10,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1376","Weedy Control","Weedy Control",3,11,"T.PI","ACMGLA","Acmispon glaber","Native","Perennial Forb - Other","herb","herb"
"1377","Weedy Control","Weedy Control",3,26,"T.PI","HIRINC","Hirschfeldia incana","Non-Native","Forb",".","."
"1378","Weedy Control","Weedy Control",3,NA,"A.Belt","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"1379","Weedy Control","Weedy Control",3,NA,"A.Belt","ARTDOU","Artemisia douglasiana","Native","Perennial Forb - Late Flowering","herb","herb"
"1380","Weedy Control","Weedy Control",3,NA,"A.Belt","CROCAL","Croton californica","Native","Perennial Forb - Other","herb","herb"
"1381","Weedy Control","Weedy Control",3,NA,"A.Belt","CHECAL","Chenopodium californicum","Native","Perennial Forb - Late Flowering","herb","herb"
"1382","Weedy Control","Weedy Control",3,NA,"A.Belt","RICCOM","Ricinus communis","Non-Native","Shrub",".","."
"1383","Weedy Control","Weedy Control",3,NA,"A.Belt","CHEALB","Chenopodium album","Non-Native","Forb","herb","."
"1384","Weedy Control","Weedy Control",3,NA,"A.Belt","NICGLA","Nicotiana glauca","Non-Native","Shrub",".","."
"1385","Weedy Control","Weedy Control",3,NA,"A.Belt","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1386","Weedy Control","Weedy Control",3,NA,"A.Belt","CENMEL","Centaurea melitensis","Non-Native","Forb",".","."
"1387","Weedy Control","Weedy Control",3,NA,"A.Belt","SENVUL","Senecio vulgaris","Non-Native","Forb",".","."
"1388","Mulefat Scrub","OW-U11",1,1,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1389","Mulefat Scrub","OW-U11",1,2,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1390","Mulefat Scrub","OW-U11",1,3,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1391","Mulefat Scrub","OW-U11",1,4,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1392","Mulefat Scrub","OW-U11",1,5,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1393","Mulefat Scrub","OW-U11",1,6,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1394","Mulefat Scrub","OW-U11",1,7,"T.PI","SAMNIG","Sambucus nigra ssp. caerulea","Native","Tree","Large Shrub/Tree","Large Shrub/Tree"
"1395","Mulefat Scrub","OW-U11",1,8,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1396","Mulefat Scrub","OW-U11",1,9,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1397","Mulefat Scrub","OW-U11",1,10,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1398","Mulefat Scrub","OW-U11",1,11,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1399","Mulefat Scrub","OW-U11",1,12,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1400","Mulefat Scrub","OW-U11",1,13,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"1401","Mulefat Scrub","OW-U11",1,14,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"1402","Mulefat Scrub","OW-U11",1,15,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1403","Mulefat Scrub","OW-U11",1,16,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1404","Mulefat Scrub","OW-U11",1,17,"T.PI","MALFAS","Malacothamnus fasciculatus","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1405","Mulefat Scrub","OW-U11",1,18,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"1406","Mulefat Scrub","OW-U11",1,19,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1407","Mulefat Scrub","OW-U11",1,20,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1408","Mulefat Scrub","OW-U11",1,21,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1409","Mulefat Scrub","OW-U11",1,22,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1410","Mulefat Scrub","OW-U11",1,23,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1411","Mulefat Scrub","OW-U11",1,24,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1412","Mulefat Scrub","OW-U11",1,25,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1413","Mulefat Scrub","OW-U11",1,26,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1414","Mulefat Scrub","OW-U11",1,27,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1415","Mulefat Scrub","OW-U11",1,28,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1416","Mulefat Scrub","OW-U11",1,29,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1417","Mulefat Scrub","OW-U11",1,30,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1418","Mulefat Scrub","OW-U11",1,31,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1419","Mulefat Scrub","OW-U11",1,32,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1420","Mulefat Scrub","OW-U11",1,33,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1421","Mulefat Scrub","OW-U11",1,34,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1422","Mulefat Scrub","OW-U11",1,35,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1423","Mulefat Scrub","OW-U11",1,36,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1424","Mulefat Scrub","OW-U11",1,37,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1425","Mulefat Scrub","OW-U11",1,38,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1426","Mulefat Scrub","OW-U11",1,39,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1427","Mulefat Scrub","OW-U11",1,40,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1428","Mulefat Scrub","OW-U11",1,41,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1429","Mulefat Scrub","OW-U11",1,42,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1430","Mulefat Scrub","OW-U11",1,43,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1431","Mulefat Scrub","OW-U11",1,44,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1432","Mulefat Scrub","OW-U11",1,45,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1433","Mulefat Scrub","OW-U11",1,46,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1434","Mulefat Scrub","OW-U11",1,47,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1435","Mulefat Scrub","OW-U11",1,48,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1436","Mulefat Scrub","OW-U11",1,49,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1437","Mulefat Scrub","OW-U11",1,50,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1438","Mulefat Scrub","OW-U11",1,3,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1439","Mulefat Scrub","OW-U11",1,4,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1440","Mulefat Scrub","OW-U11",1,5,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1441","Mulefat Scrub","OW-U11",1,6,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1442","Mulefat Scrub","OW-U11",1,6,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1443","Mulefat Scrub","OW-U11",1,6,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1444","Mulefat Scrub","OW-U11",1,7,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1445","Mulefat Scrub","OW-U11",1,7,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1446","Mulefat Scrub","OW-U11",1,8,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1447","Mulefat Scrub","OW-U11",1,9,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1448","Mulefat Scrub","OW-U11",1,10,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"1449","Mulefat Scrub","OW-U11",1,10,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1450","Mulefat Scrub","OW-U11",1,11,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1451","Mulefat Scrub","OW-U11",1,12,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1452","Mulefat Scrub","OW-U11",1,12,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1453","Mulefat Scrub","OW-U11",1,12,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1454","Mulefat Scrub","OW-U11",1,14,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1455","Mulefat Scrub","OW-U11",1,16,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1456","Mulefat Scrub","OW-U11",1,16,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1457","Mulefat Scrub","OW-U11",1,16,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1458","Mulefat Scrub","OW-U11",1,17,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1459","Mulefat Scrub","OW-U11",1,17,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1460","Mulefat Scrub","OW-U11",1,18,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1461","Mulefat Scrub","OW-U11",1,19,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"1462","Mulefat Scrub","OW-U11",1,19,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1463","Mulefat Scrub","OW-U11",1,20,"T.PI","CORRIG","Cordylanthus rigidus","Native","Annual Forb - Late Flowering","herb","herb"
"1464","Mulefat Scrub","OW-U11",1,20,"T.PI","SALMEL","Salvia mellifera","Native","Shrub - Other","shrub","shrub"
"1465","Mulefat Scrub","OW-U11",1,20,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1466","Mulefat Scrub","OW-U11",1,21,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1467","Mulefat Scrub","OW-U11",1,21,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1468","Mulefat Scrub","OW-U11",1,22,"T.PI","CORRIG","Cordylanthus rigidus","Native","Annual Forb - Late Flowering","herb","herb"
"1469","Mulefat Scrub","OW-U11",1,22,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1470","Mulefat Scrub","OW-U11",1,22,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1471","Mulefat Scrub","OW-U11",1,24,"T.PI","CORRIG","Cordylanthus rigidus","Native","Annual Forb - Late Flowering","herb","herb"
"1472","Mulefat Scrub","OW-U11",1,24,"T.PI","MELIND","Melilotus indicus","Non-Native","Forb",".","."
"1473","Mulefat Scrub","OW-U11",1,25,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1474","Mulefat Scrub","OW-U11",1,25,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1475","Mulefat Scrub","OW-U11",1,26,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1476","Mulefat Scrub","OW-U11",1,26,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1477","Mulefat Scrub","OW-U11",1,27,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1478","Mulefat Scrub","OW-U11",1,27,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1479","Mulefat Scrub","OW-U11",1,28,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1480","Mulefat Scrub","OW-U11",1,32,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1481","Mulefat Scrub","OW-U11",1,33,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1482","Mulefat Scrub","OW-U11",1,38,"T.PI","BROMAD","Bromus madritensis","Non-Native","Grass",".","."
"1483","Mulefat Scrub","OW-U11",1,39,"T.PI","BACSAL","Baccharis salicifolia","Native","Large Shrub","Large Shrub/Tree","Large Shrub/Tree"
"1484","Mulefat Scrub","OW-U11",1,NA,"A.Belt","ISOMEN","Isocoma menziesii","Native","Shrub - Late Flowering","shrub","shrub"
"1485","Mulefat Scrub","OW-U11",1,NA,"A.Belt","EUCCHR","Eucrypta chrysanthemifolia","Native","Annual Forb - Other","herb","herb"
"1486","Mulefat Scrub","OW-U11",1,NA,"A.Belt","ERICAN","Erigeron canadensis","Native","Annual Forb - Other","herb","herb"
"1487","Mulefat Scrub","OW-U11",1,NA,"A.Belt","PHAPAR","Phacelia parryi","Native","Annual Forb - Other","herb","herb"
"1488","Mulefat Scrub","OW-U11",1,NA,"A.Belt","ESCCAL","Eschscholzia californica","Native","Annual Forb - Other","herb","herb"
"1489","Mulefat Scrub","OW-U11",1,NA,"A.Belt","MALSAX","Malacothrix saxatilis","Native","Perennial Forb - Late Flowering","herb","herb"
"1490","Mulefat Scrub","OW-U11",1,NA,"A.Belt","CAMMIC","Camissoniopsis micrantha","Native","Annual Forb - Other","herb","herb"
"1491","Mulefat Scrub","OW-U11",1,NA,"A.Belt","ARTDOU","Artemisia douglasiana","Native","Perennial Forb - Late Flowering","herb","herb"
"1492","Mulefat Scrub","OW-U11",1,NA,"A.Belt","TOXDIV","Toxicodendron diversilobum","Native","Shrub - Other","shrub","shrub"
"1493","Mulefat Scrub","OW-U11",1,NA,"A.Belt","SALCOL","Salvia columbariae","Native","Annual Forb - Other","herb","herb"
"1494","Mulefat Scrub","OW-U11",1,NA,"A.Belt","LUPSUC","Lupinus succulentus","Native","Annual Forb - Other","herb","herb"
"1495","Mulefat Scrub","OW-U11",1,NA,"A.Belt","CHAGLA","Chaenactis glabriuscula","Native","Annual Forb - Other","herb","herb"
"1496","Mulefat Scrub","OW-U11",1,NA,"A.Belt","CROSET","Croton setigerus","Native","Annual Forb - Late Flowering","herb","herb"
"1497","Mulefat Scrub","OW-U11",1,NA,"A.Belt","ACMGLA","Acmispon glaber","Native","Perennial Forb - Other","herb","herb"
"1498","Mulefat Scrub","OW-U11",1,NA,"A.Belt","PHACIC","Phacelia cicutaria","Native","Annual Forb - Other","herb","herb"
"1499","Mulefat Scrub","OW-U11",1,NA,"A.Belt","DATWRI","Datura wrightii","Native","Perennial Forb - Late Flowering","herb","herb"
"1500","Mulefat Scrub","OW-U11",1,NA,"A.Belt","EROCIC","Erodium cicutarium","Non-Native","Forb",".","."
"1501","Mulefat Scrub","OW-U11",1,NA,"A.Belt","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"1502","Mulefat Scrub","OW-U11",1,NA,"A.Belt","SONOLE","Sonchus oleraceus","Non-Native","Forb",".","."
"1503","Mulefat Scrub","OW-U11",1,NA,"A.Belt","CENMEL","Centaurea melitensis","Non-Native","Forb",".","."
"1504","Mulefat Scrub","OW-U11",1,NA,"A.Belt","LACSER","Lactuca serriola","Non-Native","Forb",".","."
"1505","Mulefat Scrub","OW-U11",1,NA,"A.Belt","MALPAR","Malva parviflora","Non-Native","Forb",".","."
"1506","Mulefat Scrub","OW-U11",1,NA,"A.Belt","MARVUL","Marrubium vulgare","Non-Native","Forb",".","."
"1507","Roadside buffer","5M BUFFER",1,1,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1508","Roadside buffer","5M BUFFER",1,2,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1509","Roadside buffer","5M BUFFER",1,3,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1510","Roadside buffer","5M BUFFER",1,4,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1511","Roadside buffer","5M BUFFER",1,5,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1512","Roadside buffer","5M BUFFER",1,6,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1513","Roadside buffer","5M BUFFER",1,7,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1514","Roadside buffer","5M BUFFER",1,8,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1515","Roadside buffer","5M BUFFER",1,9,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1516","Roadside buffer","5M BUFFER",1,10,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1517","Roadside buffer","5M BUFFER",1,11,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1518","Roadside buffer","5M BUFFER",1,12,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1519","Roadside buffer","5M BUFFER",1,13,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1520","Roadside buffer","5M BUFFER",1,14,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1521","Roadside buffer","5M BUFFER",1,15,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1522","Roadside buffer","5M BUFFER",1,16,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1523","Roadside buffer","5M BUFFER",1,17,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1524","Roadside buffer","5M BUFFER",1,18,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1525","Roadside buffer","5M BUFFER",1,19,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1526","Roadside buffer","5M BUFFER",1,20,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1527","Roadside buffer","5M BUFFER",1,21,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"1528","Roadside buffer","5M BUFFER",1,22,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1529","Roadside buffer","5M BUFFER",1,23,"T.PI","NoNatVeg","No Native Vegetation","No_Native",".",".","."
"1530","Roadside buffer","5M BUFFER",1,24,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1531","Roadside buffer","5M BUFFER",1,25,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1532","Roadside buffer","5M BUFFER",1,26,"T.PI","BRANIG","Brassica nigra","Non-Native","Forb",".","."
"1533","Roadside buffer","5M BUFFER",1,27,"T.PI","BRODIA","Bromus diandrus","Non-Native","Grass",".","."
"1534","Roadside buffer","5M BUFFER",1,28,"T.PI","DEIFAS","Deinandra fasciculata","Native","Annual Forb - Late Flowering","herb","herb"
"1535","Roadside buffer","5M BUFFER",1,29,"T.PI","BRADIS","Brachypodium distachyon","Non-Native","Grass",".","."
"1536","Roadside buffer","5M BUFFER",1,30,"T.PI","BRADIS","Brachypodium distachyon","Non-Native","Grass",".","."
"1537","Roadside buffer","5M BUFFER",1,31,"T.PI","ARTDRA","Artemisia dracunculus","Native","Perennial Forb - Late Flowering","herb","herb"
"1538","Roadside buffer","5M BUFFER",1,32,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1539","Roadside buffer","5M BUFFER",1,33,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1540","Roadside buffer","5M BUFFER",1,34,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1541","Roadside buffer","5M BUFFER",1,35,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1542","Roadside buffer","5M BUFFER",1,36,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1543","Roadside buffer","5M BUFFER",1,37,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1544","Roadside buffer","5M BUFFER",1,38,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1545","Roadside buffer","5M BUFFER",1,39,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
"1546","Roadside buffer","5M BUFFER",1,40,"T.PI","ERIFAS","Eriogonum fasciculatum","Native","Shrub - Late Flowering","shrub","shrub"
"1547","Roadside buffer","5M BUFFER",1,41,"T.PI","ARTCAL","Artemisia californica","Native","Shrub - Other","shrub","shrub"
